block_key,product_id
logitech,204822679
logitech,204823067
logitech,205074757
logitech,205466519
logitech,205505156
logitech,206481908
logitech,206780877
logitech,206892248
logitech,207682397
logitech,207875395
logitech,208167531
logitech,208890628
sony,10373002
sony,10377226
sony,10382243
sony,50009858
sony,50012447
sony,50012453
sony,50017228
sony,90049795
sony,90049928
sony,90105458
sony,90114631
sony,90128026
sony,90132241
sony,90136420
sony,90138609
sony,90140166
sony,90145444
sony,90148541
sony,202070149
sony,202125720
sony,202143947
sony,202293522
sony,202434158
sony,202635467
sony,203022472
sony,203023505
sony,203024998
sony,203025617
sony,203086857
sony,203088013
sony,203142438
sony,203340806
sony,203445749
sony,203930685
sony,204254634
sony,204254738
sony,204327516
sony,204363358
sony,204448530
sony,204563763
sony,204563770
sony,204793090
sony,204793355
sony,204793356
sony,205121310
sony,205467942
sony,205592435
sony,205592439
sony,205691190
sony,205761272
sony,205769439
sony,205809367
sony,205835447
sony,205844265
sony,205844279
sony,205844282
sony,205844283
sony,205852387
sony,206160056
sony,206725964
sony,206725966
sony,207338879
sony,207338961
sony,207390171
sony,207390502
sony,207390617
sony,207390618
sony,207390644
sony,207390650
sony,207390652
sony,207390654
sony,207390655
sony,207390656
sony,207390665
sony,207390682
sony,207390706
sony,207390709
sony,207390710
sony,207469300
sony,207514563
sony,207514566
sony,207514567
sony,207514568
sony,207534895
sony,207540310
sony,207542597
sony,207542598
sony,207542599
sony,207666379
sony,207666380
sony,207666381
sony,207666382
sony,207667995
sony,207907535
sony,207907548
sony,207907550
sony,207907552
sony,207907555
sony,207907557
sony,207907558
sony,207907559
sony,207910212
sony,207910213
sony,207934190
sony,207934191
sony,207934192
sony,207959814
sony,208105467
sony,208112354
sony,208112355
sony,208112356
sony,208112357
sony,208112358
sony,208154550
sony,208154551
sony,208154765
sony,208289990
sony,208289993
sony,208294698
sony,208294717
sony,208294718
sony,208294727
sony,208294927
sony,208453643
sony,208453646
sony,208453648
sony,208455891
sony,208455893
sony,208455894
sony,208455896
sony,208455897
sony,208504099
sony,208504178
sony,208504187
sony,208504297
sony,208504304
sony,208504307
sony,208504318
sony,208504334
sony,208504339
sony,208504340
sony,208504345
sony,208504421
sony,208504423
sony,208653765
sony,208653767
sony,208653775
sony,208670546
sony,208670548
sony,208792604
sony,208973561
sony,209208547
sony,209245958
sony,209245960
sony,209245965
sony,209297152
sony,209297154
sony,209297157
sony,209302310
sony,209307663
sony,209869989
sony,209871973
sony,209901963
sony,209901964
sony,209901965
sony,209901966
sony,209934620
sony,209934621
sony,210190784
sony,210252356
sony,210256478
sony,210404123
sony,210441166
sony,210442348
sony,210442350
sony,210462233
sony,210566840
d,10376165
d,204556588
panasonic,10379358
panasonic,90104307
panasonic,90105056
panasonic,90114398
panasonic,90128649
panasonic,90138520
panasonic,90138537
panasonic,90141074
panasonic,201965217
panasonic,202045862
panasonic,202045875
panasonic,202537952
panasonic,202537962
panasonic,202537967
panasonic,202537969
panasonic,202755491
panasonic,202845629
panasonic,202899996
panasonic,202899998
panasonic,202900002
panasonic,202900025
panasonic,202900030
panasonic,202900041
panasonic,202900227
panasonic,203322272
panasonic,203472622
panasonic,203888987
panasonic,204206934
panasonic,204206935
panasonic,204206936
panasonic,204206937
panasonic,204272122
panasonic,204345240
panasonic,204389692
panasonic,204419878
panasonic,204519849
panasonic,204559208
panasonic,204559209
panasonic,204559210
panasonic,204559211
panasonic,204559213
panasonic,204559214
panasonic,206179521
panasonic,206179525
panasonic,206179562
panasonic,206854515
panasonic,206854516
panasonic,206854534
panasonic,206895864
panasonic,207388752
panasonic,207388754
panasonic,207388755
panasonic,207388756
panasonic,207388757
panasonic,207388758
panasonic,207388759
panasonic,207388760
panasonic,207390184
panasonic,207390673
panasonic,207391018
panasonic,207391019
panasonic,207391020
panasonic,207391021
panasonic,207391022
panasonic,207391023
panasonic,207465587
panasonic,207465595
panasonic,207506250
panasonic,207506251
panasonic,207506253
panasonic,207527632
panasonic,207538225
panasonic,207543188
panasonic,207543189
panasonic,207543190
panasonic,207543191
panasonic,207543192
panasonic,207543193
panasonic,207543196
panasonic,207543197
panasonic,207543198
panasonic,207543201
panasonic,207637793
panasonic,207876534
panasonic,207925431
panasonic,207925432
panasonic,207935920
panasonic,208111279
panasonic,208111280
panasonic,208111903
panasonic,208111904
panasonic,208294724
panasonic,208504045
panasonic,208504190
panasonic,208890876
panasonic,208972043
panasonic,209687172
panasonic,209891040
panasonic,210227282
panasonic,210441817
panasonic,210461432
sennheiser,90049752
sennheiser,90131741
sennheiser,90144996
sennheiser,90144998
sennheiser,210571462
garmin,90105156
garmin,202870170
garmin,202870171
garmin,202870172
garmin,202870173
garmin,202870174
garmin,202870177
garmin,202870184
garmin,203086405
garmin,203087865
garmin,203870569
garmin,204053338
garmin,204219387
garmin,204297424
garmin,204416098
garmin,205106048
garmin,205986339
garmin,206928359
garmin,207535170
garmin,207536225
garmin,207536226
garmin,208941074
garmin,208941075
garmin,208941076
garmin,208941079
garmin,208941080
garmin,210490135
omnimount,90106172
omnimount,90106210
omnimount,90140203
omnimount,90148258
omnimount,203324914
omnimount,203389382
omnimount,204049534
omnimount,204222662
omnimount,207390496
omnimount,207653535
omnimount,207945552
sanus,90108521
sanus,90111702
sanus,90120953
sanus,90125772
sanus,90125786
sanus,90131941
sanus,90137168
sanus,90139261
sanus,90145560
sanus,90145561
sanus,90145568
sanus,90145584
sanus,90145586
sanus,202143942
sanus,202291459
sanus,202827684
sanus,202827713
sanus,202827715
sanus,204080936
sanus,204222897
sanus,204222915
sanus,204230770
sanus,207899810
sanus,207899814
peerless,90109367
peerless,201699873
peerless,201701865
peerless,202827677
peerless,203934122
peerless,205561996
peerless,205562000
peerless,205852250
peerless,207514417
olympus,90139860
olympus,203201060
olympus,203341506
olympus,203389465
olympus,204222472
olympus,204443417
olympus,204505951
olympus,207552185
olympus,208656495
olympus,208656497
olympus,208893658
olympus,208893661
weber,90145909
weber,90145972
weber,202619749
weber,204292470
weber,204292472
weber,204292473
weber,204292477
weber,204318283
weber,204318286
weber,204318288
weber,206887905
weber,206888001
weber,206888011
weber,206888012
weber,208464825
weber,208464828
weber,208464837
plantronics,90146847
plantronics,204787802
plantronics,207383660
square,201647442
delonghi,201959840
delonghi,203151779
delonghi,203151930
delonghi,206639246
delonghi,206725724
universal,202041195
universal,202041204
universal,203069939
universal,204587909
universal,205777541
terk,202049393
nikon,202067544
nikon,203340101
nikon,203340555
nikon,203396327
nikon,204049780
nikon,204587803
nikon,204587960
nikon,204587971
nikon,205145879
nikon,206419131
nikon,206917814
nikon,206917815
nikon,206917816
nikon,206917817
nikon,207502093
nikon,207937987
nikon,208504437
nikon,208893656
nikon,208930714
nikon,208930717
nikon,208930722
nikon,208930723
nikon,209194240
nikon,209194241
sirius,202106724
sirius,202592699
sirius,203308084
sirius,203324965
sirius,203324970
sirius,203388612
sirius,203884610
sirius,203928709
sirius,204832843
sirius,205074375
sirius,206356229
sirius,206356230
sirius,206356232
sirius,206356233
sirius,206356234
sirius,206526266
audiovox,202139744
audiovox,203017911
audiovox,203017912
audiovox,204295637
audiovox,204849801
audiovox,204860316
audiovox,210460676
tivo,202456880
tivo,202456903
tivo,204787744
tivo,204787746
tivo,205144562
tivo,205665803
tivo,209208663
lowepro,202479411
lowepro,202479417
lowepro,202479418
ge,202486964
ge,203087319
ge,205664913
ge,208280406
ge,209297200
ge,209297205
uniden,202515446
uniden,202635701
uniden,205083947
uniden,205083968
uniden,206827757
fellowes,202592070
fellowes,203405814
fellowes,203405815
pioneer,202778257
pioneer,202778315
pioneer,202784218
pioneer,202784323
pioneer,203022202
pioneer,203922244
pioneer,204563949
pioneer,206887992
pioneer,208033806
pioneer,208033808
pioneer,208084021
pioneer,208085175
pioneer,208085178
pioneer,208085180
pioneer,208085182
pioneer,208085253
pioneer,208105630
bose,202812567
bose,202812620
bose,202812646
bose,203459314
bose,207390309
apple,202813304
apple,203065730
apple,205729817
apple,206362873
apple,207554111
apple,207910337
apple,209310260
apple,209656935
apple,209656949
apple,209656950
apple,209656951
apple,209656955
apple,209656956
apple,209656957
apple,209656959
apple,209656961
apple,209656962
apple,209656971
apple,209700735
apple,209705773
apple,209705774
apple,210190818
apple,210258465
apple,210401450
apple,210401451
apple,210401458
apple,210634625
apple,210634626
sharp,202870448
sharp,204020411
sharp,205106045
sharp,206812380
sharp,207338890
sharp,207390641
sharp,207390717
sharp,207897840
sharp,207937885
sharp,210227260
sharp,210227261
sharp,210227271
sharp,210227285
microsoft,202916534
microsoft,202916547
microsoft,205888207
lg,202985798
lg,202985803
lg,202985806
lg,203131412
lg,203131413
lg,203136102
lg,203136103
lg,203136113
lg,203379234
lg,203379237
lg,203379249
lg,203379250
lg,204792876
lg,204792884
lg,204792885
lg,204792886
lg,205664963
lg,205664964
lg,205664966
lg,205664972
lg,205664973
lg,205985716
lg,205985717
lg,205985718
lg,205985719
lg,206745972
lg,208114664
lg,208114670
lg,208114672
lg,208114673
lg,208114674
lg,208114675
lg,208114681
lg,208114682
lg,208114683
lg,208114686
lg,208117918
lg,208117919
lg,208117920
lg,208117922
lg,208117924
lg,208117925
lg,208117926
lg,208117929
lg,208117930
lg,208117931
lg,208117932
lg,208117933
lg,208117936
lg,208117937
lg,208117938
lg,208156876
lg,208156877
lg,208156878
lg,208156879
lg,208294712
lg,208294720
lg,208504369
lg,208504370
lg,208504378
lg,208504407
lg,209869342
lg,210399915
nintendo,202985950
nintendo,205690063
nintendo,206746475
nintendo,208043057
nintendo,208410812
denon,203017999
denon,203024425
denon,203087638
denon,203087681
denon,203324800
denon,205593354
denon,205593367
denon,207390506
denon,207390507
denon,207910387
denon,208156275
denon,208156276
denon,208504179
denon,208504429
denon,208504432
denon,209891039
denon,210399745
denon,210399849
denon,210399907
toshiba,203021705
toshiba,206812505
toshiba,206928604
toshiba,206928605
toshiba,206928606
toshiba,206928607
toshiba,206928608
toshiba,207391013
toshiba,207391014
toshiba,207391015
toshiba,207391017
toshiba,207391431
toshiba,207391434
toshiba,207659192
toshiba,207659194
toshiba,208791918
toshiba,208791919
toshiba,208791921
toshiba,208791922
toshiba,208937533
toshiba,208937534
toshiba,209026630
toshiba,209026634
toshiba,209026638
escort,203025174
escort,206722262
escort,210239335
escort,210252184
kenwood,203025423
kenwood,203025446
kenwood,204791586
kenwood,204791643
kenwood,207533462
kenwood,207544265
cuisinart,203111113
cuisinart,203151776
cuisinart,203155653
cuisinart,203162678
cuisinart,203198950
cuisinart,206725196
cuisinart,206725198
cuisinart,208294970
danby,203111424
danby,203150909
danby,210435432
danby,210435439
kitchenaid,203111433
kitchenaid,203897877
kitchenaid,210245837
griffin,203131635
griffin,203142471
griffin,206359209
griffin,206761808
griffin,206901652
griffin,207920831
griffin,207925440
griffin,208342520
griffin,208342524
griffin,209393521
hoover,203199121
hoover,204636071
nyko,203407043
nyko,203407045
nyko,205886768
monster,203445879
monster,203651765
monster,203920144
monster,204884519
monster,205516750
monster,206678505
oregon,203474227
waring,203491687
tech,203900180
tech,203900792
frigidaire,203915639
frigidaire,204264643
frigidaire,204274644
frigidaire,204274645
frigidaire,204569335
frigidaire,208294904
frigidaire,208455791
frigidaire,208455792
transcend,203938179
transcend,203952966
transcend,204035273
transcend,204407682
transcend,205777549
transcend,205865183
transcend,205865187
transcend,206870284
transcend,206870289
transcend,208289997
transcend,209890560
transcend,210259873
polk,204049431
polk,207390180
polk,207390452
polk,210402319
coby,204154429
coby,207686317
coby,209720586
case,204226641
case,204348269
case,210647824
blueant,204238996
blueant,208289950
blueant,209085184
whirlpool,204274660
whirlpool,204569292
whirlpool,208226457
whirlpool,208226458
whirlpool,208456185
whirlpool,208456199
whirlpool,208456203
whirlpool,208456215
whirlpool,208456233
whirlpool,208456262
whirlpool,208715747
whirlpool,208715855
whirlpool,210521578
jabra,204465488
jabra,208809705
electrolux,204644752
robot,204647332
altec,204679144
altec,207509842
altec,210258472
yamaha,204740191
yamaha,206460113
yamaha,206460118
yamaha,206460121
yamaha,206460124
yamaha,207464919
yamaha,207464920
yamaha,207464921
yamaha,207667994
yamaha,207876535
yamaha,207910214
yamaha,208033955
yamaha,208409750
yamaha,209114390
bracketron,205520997
bracketron,205521002
bracketron,208270234
seiko,205554724
speck,205753566
speck,206892902
speck,207682339
speck,207682340
speck,208226689
speck,208226690
speck,208226692
speck,208226693
speck,208226694
speck,208226695
speck,208226696
speck,208226697
speck,208226698
speck,208226699
speck,208226700
speck,208237792
speck,208237793
speck,208237795
speck,208370418
speck,209301534
klipsch,205761530
klipsch,205817784
klipsch,208504461
contour,206120294
motorola,206575951
motorola,209896109
haier,206728281
haier,206901613
haier,206901618
haier,206901619
samsung,206887553
samsung,207464939
samsung,207539418
samsung,207595882
samsung,207637777
samsung,207642166
samsung,207642355
samsung,207642358
samsung,207642497
samsung,207652053
samsung,207652055
samsung,207652056
samsung,207653548
samsung,207656388
samsung,207660497
samsung,207660498
samsung,207660499
samsung,207679756
samsung,207686156
samsung,207897315
samsung,207900170
samsung,207900171
samsung,207900174
samsung,207900175
samsung,207900176
samsung,207900177
samsung,207900178
samsung,207900179
samsung,207900180
samsung,207900343
samsung,207919773
samsung,207927557
samsung,207936135
samsung,207938488
samsung,207959798
samsung,207965387
samsung,207978102
samsung,207986331
samsung,208042977
samsung,208079230
samsung,208171946
samsung,208184891
samsung,208184892
samsung,208294701
samsung,208296017
samsung,208688474
samsung,208710842
samsung,208710844
samsung,208742932
samsung,209085175
samsung,209208655
samsung,209208661
samsung,209306028
samsung,209393872
samsung,210399743
samsung,210402579
samsung,210520736
elgato,206898357
elgato,206898358
lasonic,207535265
onkyo,207959750
onkyo,208186248
onkyo,208294715
onkyo,208504300
onkyo,208939028
onkyo,209306029
onkyo,210399818
onkyo,210399819
onkyo,210399855
boston,207993409
boston,208177785
alpine,208033486
alpine,208105573
alpine,208295050
alpine,208456130
z,208042911
brenthaven,208154853
brenthaven,208154854
pure,208171630
pure,208171631
pure,210267015
mitsubishi,208294716
mitsubishi,208294722
mitsubishi,208504191
mitsubishi,208504394
mitsubishi,208504396
mitsubishi,208504422
skullcandy,208344063
ihome,208409785
ihome,209000383
ihome,209000385
maytag,208715736
maytag,210521551
dlo,208787116
tomtom,208893644
mosquito,209002546
nokia,209310268
chestnut,210251970
